,Unnamed: 0,Mean,Maximum_value,Minimum_value,Range,Standard Deviation,Variance,Absolute_mean,Absolute_MAX,RMS,Crest Factor,Shape factor,Impulse Factor,Kurtosis,Skewness,Clearance Factor,FAULT TYPE,Label,Label_no
0,0,0.017267747306875,1.412952,-1.357043077,2.769995077,0.281398143721669,0.079184915290001,0.196634994234375,1.412952,0.2819274558943402,5.01175735267707,1.4337603384995787,7.185658918452029,4.159016476302314,0.0310727555628557,9.014325633184349,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
1,1,0.018068830395625,1.584851077,-1.358086154,2.942937231,0.2824741789055502,0.0797916617483648,0.193394415003125,1.584851077,0.2830514871542466,5.599161809513292,1.4635970079574063,8.19491647147303,4.614926581343276,-0.071194139314503,10.411133363123724,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
2,2,0.018002595,1.363092923,-1.324916308,2.688009231,0.277097330986495,0.0767829308398391,0.19708482115125,1.363092923,0.2776815158892885,4.908835644441902,1.4089442011172728,6.916275515474189,4.03155873017398,-0.0658185300009238,8.552567400489334,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
3,3,0.0160616896175,1.204753846,-1.366639385,2.571393231,0.2913359656735923,0.0848766448949645,0.19994728499875,1.366639385,0.2917783795423051,4.683826769974401,1.4592765265311265,6.834998459761749,3.8999710513652817,-0.1362562779149108,8.657522827655972,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
4,4,0.0149015273149999,1.524769846,-1.471155692,2.995925538,0.2801078622808856,0.0784604145115675,0.1938666680837499,1.524769846,0.2805039572410472,5.435822941669626,1.4468911031156224,7.865043852413572,4.702296734940535,-0.2854664346803795,9.985360573456717,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
5,5,0.01554653999375,1.396888615,-1.590066462,2.986955077,0.285328631556467,0.0814124279858861,0.19553050615875,1.590066462,0.2857518554474553,5.564500918148491,1.4614182771840991,8.132063345189906,4.777990664292493,-0.0751646325335298,10.32754946318903,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
6,6,0.0175096107743749,1.550638154,-1.366222154,2.916860308,0.27535829863392,0.075822192626567,0.191611405384375,1.550638154,0.2759144416228284,5.619996346982457,1.4399687798820764,8.092619282706055,4.559451497887667,-0.0312726230314627,10.16730521464275,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
7,7,0.0165022592318749,1.347446769,-1.335555692,2.683002461,0.269124341344841,0.0724279111042944,0.184160446160625,1.347446769,0.2696298122686927,4.997395346094876,1.4641027315579007,7.316700176892247,4.711112752844805,-0.1450441771346192,9.312298605868378,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
8,8,0.01668571039,1.278603692,-1.292580923,2.571184615,0.2793493606645634,0.0780360653037003,0.19257455653125,1.292580923,0.2798472408920969,4.618880353722664,1.4531890709387911,6.712106450003673,3.973491086932155,0.0414379942154954,8.519966046367388,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
9,9,0.018044318089375,1.696460308,-1.438403077,3.134863385,0.2742922623013181,0.0752362451583751,0.184347287305625,1.696460308,0.2748851443306561,6.171524154682392,1.4911266032080557,9.202523849388024,5.866536433106713,-0.1043835669457878,11.80894163619446,INNER RACE FAULT OF 0.007 INCH,IR_7_2,0
