,Unnamed: 0,Mean,Maximum_value,Minimum_value,Range,Standard Deviation,Variance,Absolute_mean,Absolute_MAX,RMS,Crest Factor,Shape factor,Impulse Factor,Kurtosis,Skewness,Clearance Factor,FAULT TYPE,Label,Label_no
0,0,0.0111867392193749,1.279438154,-1.311982154,2.591420308,0.2989051406158777,0.0893442830865976,0.2060431569218749,1.311982154,0.299114403232208,4.38622192653653,1.4517075339979515,6.36751141654009,3.455018726270164,-0.2566046885195599,8.113015680441558,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
1,1,0.0137280657681249,1.349115692,-1.371020308,2.720136,0.26905200402105,0.0723889808677431,0.189616911918125,1.371020308,0.2694020056671388,5.089124353788116,1.4207699246967187,7.230474824903779,3.7653587855050894,-0.1779620616349534,9.071524373943602,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
2,2,0.0126889003975,1.553767385,-1.241052923,2.7948203080000003,0.2839806980392372,0.0806450368588524,0.1985889380775,1.553767385,0.2842640410817909,5.465930122878034,1.4314193118392926,7.824037935051735,4.223392124270375,-0.0701336579087248,9.8232809707893,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
3,3,0.0131431603824999,1.348489846,-1.202876308,2.551366154,0.2735498508883908,0.0748295209210608,0.1894753142275,1.348489846,0.2738654114449303,4.923914410678176,1.4453883481417769,7.116968516441618,4.02821452803787,0.0315748738591468,8.946333101283868,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
4,4,0.01554627923125,1.299048,-1.366013538,2.665061538,0.2810176266879718,0.0789709065093403,0.19771731691875,1.366013538,0.2814473188845051,4.853531891559991,1.4234834018112996,6.908922087797446,4.1184368245178655,-0.0939116305474801,8.59488964831278,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
5,5,0.01455887654375,1.311564923,-1.317197538,2.628762461,0.2784746154781614,0.0775481114657098,0.1932963657725,1.317197538,0.2788549306573689,4.723594217591405,1.4426289368811362,6.814393704381771,3.8907856979772575,-0.2896993640887968,8.586215353739087,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
6,6,0.0172498846225,1.167828923,-1.216019077,2.383848,0.2638786462395796,0.0696319399412331,0.1867903038499999,1.216019077,0.2644418621563589,4.598436371171041,1.415715145303882,6.510076015383065,3.2186132211700142,-0.0892243458074804,8.174066992743036,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
7,7,0.01420279615875,1.503073846,-1.598619692,3.101693538,0.281956599728971,0.0794995241307231,0.1937789192399999,1.598619692,0.2823140867003454,5.662557298094767,1.456887507720551,8.249708989346102,4.89283722312882,-0.1913467785556034,10.44817642218256,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
8,8,0.01463032730625,1.290912,-1.281315692,2.572227692,0.2829535174105863,0.0800626930150229,0.1959084911562499,1.290912,0.283331501058585,4.5561894642031895,1.4462441080851849,6.589362167923658,3.546141672414538,-0.0137076857570092,8.355197465460542,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
9,9,0.013345256530625,1.375609846,-1.270467692,2.646077538,0.2851068467930607,0.0812859140882817,0.203229587298125,1.375609846,0.285419007706477,4.819615403521646,1.4044166083346186,6.7687479184911545,3.8658398924829713,0.0350229556407601,8.299893590392157,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
10,10,0.0118261453949999,1.198704,-1.503491077,2.702195077,0.2887171271719641,0.0833575795224321,0.1982224269262499,1.503491077,0.2889592310990181,5.203125268854263,1.4577524631283394,7.584868676637606,4.055020158216681,-0.2921167797245309,9.647676996907936,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
11,11,0.012360200775,1.475953846,-1.350576,2.826529846,0.2723004360612643,0.0741475274791546,0.19358568922875,1.475953846,0.272580817451179,5.414738497746095,1.4080628508085875,7.624292125519376,4.207021815282421,0.1196807204028858,9.363334804441912,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
12,12,0.012914204995625,1.386457846,-1.429015385,2.8154732310000004,0.2822912112629931,0.0796883279563278,0.198592588835625,1.429015385,0.2825864551725663,5.056913942061898,1.4229456236479348,7.195713563021204,4.307951715341723,-0.285756005771799,8.963499036722105,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
13,13,0.01270950116,1.391047385,-1.364553231,2.755600616,0.2922831563572549,0.0854294434901595,0.2076165080824999,1.391047385,0.2925593527985314,4.754752742285199,1.4091333849150276,6.700080826170352,3.121199736112019,-0.1076651318645774,8.361900755834005,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
14,14,0.011096643464375,1.250649231,-1.258576615,2.509225846,0.2762027643115285,0.0762879670133297,0.197541167299375,1.258576615,0.2764255822269444,4.553039573474472,1.3993315216570508,6.371211794514803,3.4687963352060107,-0.0564995895478778,7.835044514792789,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
15,15,0.01035788423,1.279646769,-1.526647385,2.806294154,0.2864451238147077,0.0820508089572232,0.20092621268625,1.526647385,0.2866323337011115,5.326152026490932,1.426555200882093,7.598049874079337,4.050192330043836,-0.2618079973148391,9.485406964633151,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
